county,constituency,town,land_use,size_acres,price_per_acre,distance_to_nairobi_km,latitude,longitude,proximity_to_tarmac_km,proximity_to_school_km,proximity_to_hospital_km,plot_grade,has_road_access,has_water,has_electricity,year
Machakos,Kangundo,Kangundo,Commercial,1.0,933359,60,-2.02,37.61,5.9393,3.3115,6.5922,D,0,1,0,2025
Machakos,Kangundo,Kangundo,Agricultural,5.0,413789,60,-2.02,37.61,5.5134,3.3666,7.8039,D,1,1,0,2025
Machakos,Kangundo,Kangundo,Residential,0.25,905617,60,-2.02,37.61,5.0855,2.9881,8.2134,D,1,1,0,2025
Machakos,Kangundo,Kangundo,Commercial,0.5,1101484,60,-2.02,37.61,4.8988,3.3833,8.1331,D,1,1,1,2023
Machakos,Kangundo,Kangundo,Agricultural,10.0,152202,60,-2.02,37.61,4.4776,3.2652,8.5065,D,1,0,0,2025
Machakos,Kangundo,Kangundo,Residential,2.0,632770,60,-2.02,37.61,4.644,2.5155,8.5085,D,0,1,1,2024
Machakos,Kangundo,Kangundo,Commercial,0.125,1239678,60,-2.02,37.61,5.6726,3.1895,8.0826,D,0,1,0,2023
Machakos,Kangundo,Tala,Residential,5.0,427366,60,-2.07,37.59,5.8568,3.9649,7.8978,D,0,0,1,2025
Machakos,Kangundo,Tala,Commercial,0.125,1237842,60,-2.07,37.59,5.058,3.828,9.0703,D,1,1,1,2023
Machakos,Kangundo,Tala,Agricultural,1.0,507039,60,-2.07,37.59,4.4975,3.6755,6.9725,D,1,0,1,2024
Machakos,Kangundo,Tala,Residential,5.0,695907,60,-2.07,37.59,4.2082,3.9094,8.1599,D,1,1,1,2025
Machakos,Kangundo,Tala,Commercial,0.5,1171376,60,-2.07,37.59,5.6897,3.3773,8.4264,D,1,1,1,2025
Machakos,Kangundo,Tala,Agricultural,5.0,413087,60,-2.07,37.59,4.895,3.3559,8.7242,D,1,0,1,2024
Machakos,Kangundo,Tala,Residential,0.5,764139,60,-2.07,37.59,4.0434,3.9507,8.6071,D,1,1,1,2024
Kajiado,Kajiado East,Kitengela,Residential,0.5,7494789,60,-2.4,37.03,0.906,1.7338,2.6998,C,1,1,1,2024
Kajiado,Kajiado East,Kitengela,Commercial,0.5,12303241,60,-2.4,37.03,0.8692,1.6954,3.2275,C,0,0,1,2025
Kajiado,Kajiado East,Kitengela,Agricultural,20.0,2047521,60,-2.4,37.03,1.1687,1.4006,3.4558,C,0,1,0,2024
Kajiado,Kajiado East,Kitengela,Residential,1.0,7292426,60,-2.4,37.03,1.111,1.4295,2.7657,C,1,1,0,2025
Kajiado,Kajiado East,Kitengela,Commercial,0.125,13520812,60,-2.4,37.03,1.1884,1.6517,3.0903,C,1,0,1,2025
Kajiado,Kajiado East,Kitengela,Agricultural,1.0,2105283,60,-2.4,37.03,0.9597,1.251,3.0022,C,0,0,0,2025
Kajiado,Kajiado East,Kitengela,Residential,5.0,4918923,60,-2.4,37.03,1.0943,1.3477,2.486,C,0,1,1,2024
Kajiado,Kajiado East,Kitengela,Commercial,1.0,9679990,60,-2.4,37.03,1.0376,1.2145,2.7658,C,1,0,1,2024
Kajiado,Kajiado East,Kitengela,Agricultural,5.0,2373108,60,-2.4,37.03,0.9495,1.6546,3.4233,C,1,1,0,2025
Kajiado,Kajiado East,Isinya,Residential,0.125,2615000,60,-2.5,37.08,3.3651,2.7661,5.9309,D,0,1,0,2024
Kajiado,Kajiado East,Isinya,Commercial,0.5,1757794,60,-2.5,37.08,2.5696,3.2385,4.8441,D,1,0,1,2024
Kajiado,Kajiado East,Isinya,Agricultural,20.0,443605,60,-2.5,37.08,2.958,3.5342,4.9598,D,1,0,0,2025
Kajiado,Kajiado East,Isinya,Residential,5.0,1206985,60,-2.5,37.08,2.6774,2.8568,7.1439,D,1,1,1,2025
Kajiado,Kajiado East,Isinya,Commercial,0.125,3132727,60,-2.5,37.08,3.255,2.4477,7.0134,D,1,1,0,2025
Kajiado,Kajiado East,Isinya,Agricultural,5.0,630309,60,-2.5,37.08,3.5739,3.0015,6.7485,D,1,0,1,2025
Kajiado,Kajiado East,Isinya,Residential,5.0,1684804,60,-2.5,37.08,2.8101,2.8714,5.1294,D,1,1,1,2025
Kajiado,Kajiado East,Isinya,Commercial,1.0,2410771,60,-2.5,37.08,2.7749,3.1264,5.878,D,1,1,1,2025
Kajiado,Kajiado North,Ngong,Residential,0.25,20245564,60,-2.4,36.88,0.5048,0.6833,1.7974,B,0,1,1,2024
Kajiado,Kajiado North,Ngong,Commercial,0.25,27495164,60,-2.4,36.88,0.5679,0.6866,1.2177,B,1,0,0,2025
Kajiado,Kajiado North,Ngong,Agricultural,5.0,7098590,60,-2.4,36.88,0.4548,0.8893,1.2641,B,1,1,1,2025
Kajiado,Kajiado North,Ngong,Residential,0.25,20213228,60,-2.4,36.88,0.4052,0.6654,1.6679,B,1,1,1,2025
Kajiado,Kajiado North,Ngong,Commercial,0.25,34939841,60,-2.4,36.88,0.4387,0.6503,1.6587,B,1,1,1,2024
Kajiado,Kajiado North,Ngong,Agricultural,1.0,5750511,60,-2.4,36.88,0.5909,0.7806,1.5702,B,1,0,1,2024
Kajiado,Kajiado North,Ngong,Residential,5.0,8842938,60,-2.4,36.88,0.4626,0.8357,1.6455,B,1,0,1,2025
Kajiado,Kajiado North,Ngong,Commercial,0.125,34954426,60,-2.4,36.88,0.547,0.8185,1.5097,B,1,1,0,2025
Kajiado,Kajiado North,Kiserian,Residential,5.0,6735959,60,-2.45,36.86,1.3767,1.7514,3.2279,C,0,1,1,2024
Kajiado,Kajiado North,Kiserian,Commercial,0.25,11389166,60,-2.45,36.86,1.5278,1.4358,2.7882,C,1,0,1,2025
Kajiado,Kajiado North,Kiserian,Agricultural,1.0,3083214,60,-2.45,36.86,1.7443,1.6779,3.262,C,1,1,0,2024
Kajiado,Kajiado North,Kiserian,Residential,0.125,10241592,60,-2.45,36.86,1.5672,1.2959,3.0604,C,1,1,0,2025
Kajiado,Kajiado North,Kiserian,Commercial,0.125,12740789,60,-2.45,36.86,1.6272,1.4517,2.7714,C,1,1,1,2025
Kajiado,Kajiado North,Kiserian,Agricultural,10.0,1223732,60,-2.45,36.86,1.4986,1.4992,3.3689,C,0,1,1,2025
Kajiado,Kajiado North,Kiserian,Residential,2.0,5500452,60,-2.45,36.86,1.3468,1.5284,3.1437,C,0,1,1,2023
Kajiado,Kajiado North,Kiserian,Commercial,0.25,10957019,60,-2.45,36.86,1.3791,1.7522,2.4588,C,0,1,0,2025
Kajiado,Kajiado North,Ongata Rongai,Residential,1.0,10510482,60,-2.42,36.83,0.9492,1.0997,1.8882,C,0,0,1,2025
Kajiado,Kajiado North,Ongata Rongai,Commercial,0.125,10288922,60,-2.42,36.83,0.7337,0.8538,2.1557,C,0,0,1,2024
Kajiado,Kajiado North,Ongata Rongai,Agricultural,5.0,2101624,60,-2.42,36.83,0.8093,0.8351,2.1793,C,1,0,0,2025
Kajiado,Kajiado North,Ongata Rongai,Residential,2.0,8138215,60,-2.42,36.83,0.7532,0.8519,2.0501,C,1,0,1,2025
Kajiado,Kajiado North,Ongata Rongai,Commercial,1.0,12562633,60,-2.42,36.83,0.8401,0.8472,2.2785,C,0,1,1,2023
Kajiado,Kajiado North,Ongata Rongai,Agricultural,20.0,2281863,60,-2.42,36.83,0.7301,1.1161,1.8462,C,1,0,1,2023
Kajiado,Kajiado North,Ongata Rongai,Residential,2.0,7406278,60,-2.42,36.83,0.9063,0.8776,2.2671,C,1,0,1,2025
Kajiado,Kajiado North,Ongata Rongai,Commercial,1.0,16380100,60,-2.42,36.83,0.7472,1.1136,1.9312,C,1,1,1,2025
Kajiado,Kajiado Central,Kajiado Town,Residential,5.0,830389,60,-2.6,36.93,1.8654,2.9162,5.5916,D,1,1,1,2023
Kajiado,Kajiado Central,Kajiado Town,Commercial,0.125,2252220,60,-2.6,36.93,1.9117,2.5952,5.7292,D,0,0,1,2025
Kajiado,Kajiado Central,Kajiado Town,Agricultural,5.0,493764,60,-2.6,36.93,2.3606,2.2161,4.6046,D,1,0,1,2024
Kajiado,Kajiado Central,Kajiado Town,Residential,0.125,1372009,60,-2.6,36.93,1.7233,2.3401,4.9669,D,0,0,0,2025
Kajiado,Kajiado Central,Kajiado Town,Commercial,0.5,1805380,60,-2.6,36.93,2.1797,2.4594,5.4274,D,0,1,1,2025
Kajiado,Kajiado Central,Kajiado Town,Agricultural,20.0,276459,60,-2.6,36.93,1.6825,2.7662,5.4911,D,1,0,1,2024
Kajiado,Kajiado Central,Kajiado Town,Residential,0.125,1651903,60,-2.6,36.93,1.9529,2.1177,4.2986,D,1,1,1,2024
Kajiado,Kajiado Central,Kajiado Town,Commercial,0.5,1269845,60,-2.6,36.93,2.3546,2.804,5.1482,D,1,1,0,2025
Mombasa,Nyali,Nyali,Residential,0.25,62368257,480,-4.1,39.69,0.1685,0.4108,0.9706,A,1,0,1,2024
Mombasa,Nyali,Nyali,Commercial,0.25,143824836,480,-4.1,39.69,0.1759,0.5517,1.1237,A,1,1,1,2024
Mombasa,Nyali,Nyali,Agricultural,1.0,24376459,480,-4.1,39.69,0.1964,0.5369,1.0841,A,1,1,0,2025
Mombasa,Nyali,Nyali,Residential,1.0,52622513,480,-4.1,39.69,0.2334,0.4661,1.1443,A,1,0,1,2024
Mombasa,Nyali,Nyali,Commercial,0.5,84073749,480,-4.1,39.69,0.2084,0.4255,0.8412,A,0,1,1,2024
Mombasa,Nyali,Nyali,Agricultural,1.0,17849494,480,-4.1,39.69,0.2038,0.5948,0.9535,A,1,1,1,2024
Mombasa,Nyali,Nyali,Residential,0.5,60926192,480,-4.1,39.69,0.1738,0.5339,1.0957,A,1,1,1,2024
Mombasa,Nyali,Nyali,Commercial,1.0,67035094,480,-4.1,39.69,0.2079,0.5371,1.0386,A,1,0,0,2024
Mombasa,Nyali,Nyali,Agricultural,10.0,6679484,480,-4.1,39.69,0.2248,0.5514,1.0644,A,1,0,0,2025
Mombasa,Nyali,Bamburi,Residential,1.0,31956446,480,-4.08,39.71,0.5826,0.7375,1.766,B,1,1,0,2024
Mombasa,Nyali,Bamburi,Commercial,1.0,52292517,480,-4.08,39.71,0.5705,0.66,1.7406,B,1,1,1,2025
Mombasa,Nyali,Bamburi,Agricultural,1.0,8317661,480,-4.08,39.71,0.518,0.8401,1.6271,B,1,1,0,2023
Mombasa,Nyali,Bamburi,Residential,1.0,28097500,480,-4.08,39.71,0.568,0.6894,1.7985,B,1,1,1,2024
Mombasa,Nyali,Bamburi,Commercial,0.25,42747880,480,-4.08,39.71,0.4169,0.8455,1.4495,B,0,0,1,2024
Mombasa,Nyali,Bamburi,Agricultural,10.0,7961938,480,-4.08,39.71,0.4769,0.7122,1.4549,B,1,1,1,2024
Mombasa,Nyali,Bamburi,Residential,0.125,43288843,480,-4.08,39.71,0.5956,0.8218,1.6229,B,1,0,1,2025
Mombasa,Nyali,Bamburi,Commercial,0.125,61080792,480,-4.08,39.71,0.4559,0.8054,1.514,B,1,0,1,2025
Mombasa,Nyali,Shanzu,Residential,2.0,15604126,480,-4.07,39.73,0.925,0.8211,1.8748,B,1,1,1,2025
Mombasa,Nyali,Shanzu,Commercial,0.125,46073682,480,-4.07,39.73,0.9157,0.8141,2.3383,B,1,1,1,2025
Mombasa,Nyali,Shanzu,Agricultural,5.0,6566247,480,-4.07,39.73,1.1236,1.0497,1.8295,B,1,0,1,2023
Mombasa,Nyali,Shanzu,Residential,0.125,26183302,480,-4.07,39.73,1.0966,1.0415,2.3281,B,0,1,0,2024
Mombasa,Nyali,Shanzu,Commercial,0.25,38078327,480,-4.07,39.73,0.8132,1.1936,2.3739,B,1,0,1,2024
Mombasa,Nyali,Shanzu,Agricultural,20.0,6252203,480,-4.07,39.73,1.055,0.8843,2.1875,B,0,1,1,2024
Mombasa,Nyali,Shanzu,Residential,0.5,16849365,480,-4.07,39.73,1.1793,1.169,1.7869,B,0,1,0,2024
Mombasa,Nyali,Shanzu,Commercial,1.0,28673558,480,-4.07,39.73,1.1847,1.0732,1.6328,B,0,1,0,2024
Mombasa,Mvita,Mombasa CBD,Residential,2.0,90376675,480,-4.13,39.67,0.0,0.2123,0.4782,A,1,1,1,2024
Mombasa,Mvita,Mombasa CBD,Commercial,0.25,366498418,480,-4.13,39.67,0.0,0.2265,0.4024,A,1,0,1,2024
Mombasa,Mvita,Mombasa CBD,Agricultural,1.0,7727513,480,-4.13,39.67,0.0,0.2075,0.5788,A,1,0,1,2023
Mombasa,Mvita,Mombasa CBD,Residential,0.25,153951941,480,-4.13,39.67,0.0,0.2053,0.5934,A,1,1,0,2023
Mombasa,Mvita,Mombasa CBD,Commercial,0.125,349591855,480,-4.13,39.67,0.0,0.2323,0.554,A,0,1,1,2025
Mombasa,Mvita,Mombasa CBD,Agricultural,5.0,5563440,480,-4.13,39.67,0.0,0.1742,0.4139,A,1,0,0,2025
Mombasa,Mvita,Mombasa CBD,Residential,0.25,124620537,480,-4.13,39.67,0.0,0.2172,0.4207,A,0,1,0,2024
Mombasa,Mvita,Mombasa CBD,Commercial,0.125,268331729,480,-4.13,39.67,0.0,0.1912,0.4303,A,1,1,0,2025
Mombasa,Changamwe,Changamwe,Residential,0.5,22916649,480,-4.15,39.62,0.5562,1.1142,2.0321,B,1,1,1,2024
Mombasa,Changamwe,Changamwe,Commercial,0.125,45208661,480,-4.15,39.62,0.4606,0.8221,2.3976,B,1,1,0,2025
Mombasa,Changamwe,Changamwe,Agricultural,1.0,5571189,480,-4.15,39.62,0.5109,1.187,2.1286,B,1,0,1,2024
Mombasa,Changamwe,Changamwe,Residential,0.5,18938104,480,-4.15,39.62,0.428,0.8772,2.1758,B,1,1,1,2025
Mombasa,Changamwe,Changamwe,Commercial,0.25,46033758,480,-4.15,39.62,0.5992,0.8148,1.6448,B,0,1,1,2025
Mombasa,Changamwe,Changamwe,Agricultural,1.0,6170103,480,-4.15,39.62,0.5482,0.8932,1.6576,B,0,1,1,2025
Mombasa,Changamwe,Changamwe,Residential,5.0,11084544,480,-4.15,39.62,0.4344,0.82,1.8459,B,1,1,1,2025
Mombasa,Changamwe,Changamwe,Commercial,0.125,36657912,480,-4.15,39.62,0.4441,1.1218,1.941,B,0,1,1,2024
Mombasa,Likoni,Likoni,Residential,5.0,5984951,480,-4.17,39.64,1.6585,1.5559,2.8026,C,1,1,1,2025
Mombasa,Likoni,Likoni,Commercial,0.125,9777656,480,-4.17,39.64,1.28,1.6746,3.1586,C,1,0,1,2024
Mombasa,Likoni,Likoni,Agricultural,10.0,1166008,480,-4.17,39.64,1.7321,1.4497,3.3689,C,0,1,0,2023
Mombasa,Likoni,Likoni,Residential,1.0,7527952,480,-4.17,39.64,1.2226,1.308,2.9999,C,0,1,1,2025
Mombasa,Likoni,Likoni,Commercial,0.125,9558214,480,-4.17,39.64,1.2574,1.4171,3.3134,C,1,0,0,2023
Mombasa,Likoni,Likoni,Agricultural,20.0,1101540,480,-4.17,39.64,1.7063,1.7469,2.997,C,1,1,0,2023
Mombasa,Likoni,Likoni,Residential,0.25,8998277,480,-4.17,39.64,1.655,1.226,3.2885,C,0,1,0,2024
Mombasa,Likoni,Likoni,Commercial,0.25,8273198,480,-4.17,39.64,1.4514,1.6483,3.478,C,0,1,0,2024
Mombasa,Kisauni,Kisauni,Residential,0.25,18723739,480,-4.07,39.75,0.9884,1.4906,3.4686,C,1,0,1,2024
Mombasa,Kisauni,Kisauni,Commercial,0.25,16143055,480,-4.07,39.75,0.9079,1.4015,2.4385,C,1,0,1,2024
Mombasa,Kisauni,Kisauni,Agricultural,20.0,1383454,480,-4.07,39.75,1.0415,1.6737,3.1656,C,0,1,1,2024
Mombasa,Kisauni,Kisauni,Residential,2.0,9785743,480,-4.07,39.75,0.8866,1.4841,2.9553,C,1,1,0,2025
Mombasa,Kisauni,Kisauni,Commercial,0.125,21396116,480,-4.07,39.75,0.8596,1.5442,2.4061,C,1,0,1,2025
Mombasa,Kisauni,Kisauni,Agricultural,1.0,3614982,480,-4.07,39.75,1.1285,1.4715,2.6886,C,1,1,0,2024
Mombasa,Kisauni,Kisauni,Residential,2.0,8591704,480,-4.07,39.75,0.8064,1.6014,2.5942,C,1,1,0,2024
Mombasa,Kisauni,Kisauni,Commercial,1.0,16880734,480,-4.07,39.75,1.1159,1.4223,2.9572,C,1,0,1,2025
Nakuru,Nakuru Town East,Milimani,Residential,5.0,6240403,160,-0.45,36.12,0.3238,0.5225,1.0301,B,1,0,1,2024
Nakuru,Nakuru Town East,Milimani,Commercial,0.25,19802488,160,-0.45,36.12,0.3466,0.4222,0.9462,B,0,1,1,2025
Nakuru,Nakuru Town East,Milimani,Agricultural,20.0,1644713,160,-0.45,36.12,0.2802,0.5079,1.0596,B,1,1,1,2025
Nakuru,Nakuru Town East,Milimani,Residential,5.0,9142903,160,-0.45,36.12,0.2721,0.536,0.9109,B,1,1,0,2024
Nakuru,Nakuru Town East,Milimani,Commercial,0.125,24344596,160,-0.45,36.12,0.3479,0.4904,0.9473,B,1,1,1,2025
Nakuru,Nakuru Town East,Milimani,Agricultural,1.0,2992534,160,-0.45,36.12,0.2598,0.4224,0.8592,B,1,0,1,2025
Nakuru,Nakuru Town East,Milimani,Residential,0.25,17932070,160,-0.45,36.12,0.2816,0.4888,1.0579,B,1,1,0,2025
Nakuru,Nakuru Town East,Milimani,Commercial,0.5,13135837,160,-0.45,36.12,0.3187,0.5574,0.9945,B,0,1,1,2024
Nakuru,Nakuru Town East,Section 58,Residential,5.0,4259186,160,-0.44,36.14,0.452,0.795,1.7824,C,1,1,1,2025
Nakuru,Nakuru Town East,Section 58,Commercial,0.125,7951784,160,-0.44,36.14,0.4351,0.8666,1.7428,C,0,1,1,2025
Nakuru,Nakuru Town East,Section 58,Agricultural,2.0,1685591,160,-0.44,36.14,0.5414,0.853,1.7868,C,0,1,1,2024
Nakuru,Nakuru Town East,Section 58,Residential,0.25,8494125,160,-0.44,36.14,0.4291,0.7866,1.3921,C,1,0,1,2024
Nakuru,Nakuru Town East,Section 58,Commercial,0.125,13541355,160,-0.44,36.14,0.5508,0.9581,1.6001,C,1,1,1,2025
Nakuru,Nakuru Town East,Section 58,Agricultural,20.0,1269660,160,-0.44,36.14,0.4234,0.6479,1.5705,C,1,0,0,2023
Nakuru,Nakuru Town East,Section 58,Residential,0.25,6832847,160,-0.44,36.14,0.4556,0.6472,1.523,C,0,0,1,2024
Nakuru,Nakuru Town East,Section 58,Commercial,1.0,9254363,160,-0.44,36.14,0.4112,0.8534,1.4385,C,1,1,1,2025
Nakuru,Nakuru Town West,London Estate,Residential,5.0,3559962,160,-0.47,36.1,0.668,1.0911,1.9554,C,1,0,0,2025
Nakuru,Nakuru Town West,London Estate,Commercial,1.0,6110952,160,-0.47,36.1,0.8279,0.8344,1.7662,C,0,1,1,2025
Nakuru,Nakuru Town West,London Estate,Agricultural,10.0,1436770,160,-0.47,36.1,0.8444,0.9093,1.7399,C,1,0,1,2024
Nakuru,Nakuru Town West,London Estate,Residential,1.0,4141898,160,-0.47,36.1,0.9044,1.1338,1.8431,C,1,0,0,2025
Nakuru,Nakuru Town West,London Estate,Commercial,1.0,5631844,160,-0.47,36.1,0.8531,0.9151,1.7435,C,1,0,1,2025
Nakuru,Nakuru Town West,London Estate,Agricultural,2.0,1649903,160,-0.47,36.1,0.7795,0.9032,2.1487,C,1,1,1,2024
Nakuru,Nakuru Town West,London Estate,Residential,5.0,3484960,160,-0.47,36.1,0.7875,1.0773,1.8859,C,1,1,0,2025
Nakuru,Nakuru Town West,London Estate,Commercial,0.125,8386182,160,-0.47,36.1,0.8044,1.1066,1.7466,C,1,1,1,2025
Nakuru,Naivasha,Naivasha,Residential,0.125,5318761,160,-0.6,35.92,0.8633,0.945,2.0275,C,0,0,1,2025
Nakuru,Naivasha,Naivasha,Commercial,0.5,5828748,160,-0.6,35.92,0.6728,0.8618,1.7769,C,0,1,1,2024
Nakuru,Naivasha,Naivasha,Agricultural,2.0,2053098,160,-0.6,35.92,0.8968,0.9669,2.3328,C,1,1,1,2025
Nakuru,Naivasha,Naivasha,Residential,0.125,6311364,160,-0.6,35.92,0.8312,1.1054,1.8736,C,1,1,1,2025
Nakuru,Naivasha,Naivasha,Commercial,0.5,3753192,160,-0.6,35.92,0.6817,0.8314,2.1527,C,1,0,1,2024
Nakuru,Naivasha,Naivasha,Agricultural,1.0,1324366,160,-0.6,35.92,0.659,0.8476,1.8024,C,1,1,0,2025
Nakuru,Naivasha,Naivasha,Residential,0.125,3913657,160,-0.6,35.92,0.8546,0.8117,1.7164,C,0,0,0,2025
Nakuru,Naivasha,Naivasha,Commercial,0.5,6854132,160,-0.6,35.92,0.6717,1.0313,1.6112,C,1,0,1,2024
Nakuru,Bahati,Bahati,Residential,0.25,2367542,160,-0.5,36.17,2.3364,2.281,3.9595,D,1,0,1,2025
Nakuru,Bahati,Bahati,Commercial,0.25,2561300,160,-0.5,36.17,1.6903,2.3877,3.3978,D,1,0,1,2024
Nakuru,Bahati,Bahati,Agricultural,1.0,998843,160,-0.5,36.17,1.9078,1.9656,4.3779,D,1,0,0,2023
Nakuru,Bahati,Bahati,Residential,5.0,1779019,160,-0.5,36.17,2.2728,1.9805,4.2866,D,1,1,0,2024
Nakuru,Bahati,Bahati,Commercial,0.25,2642643,160,-0.5,36.17,1.9158,2.156,4.7641,D,1,1,1,2025
Nakuru,Bahati,Bahati,Agricultural,2.0,798093,160,-0.5,36.17,2.1802,1.8228,4.3416,D,1,0,1,2023
Nakuru,Bahati,Bahati,Residential,2.0,1625067,160,-0.5,36.17,2.39,2.0091,3.4358,D,1,1,1,2025
Nakuru,Bahati,Bahati,Commercial,1.0,1309704,160,-0.5,36.17,1.6546,2.1425,4.7553,D,0,1,1,2023
Kisumu,Kisumu Central,Milimani,Residential,1.0,11555731,340,-0.15,34.77,0.2991,0.4932,0.9174,B,1,0,1,2025
Kisumu,Kisumu Central,Milimani,Commercial,1.0,13614161,340,-0.15,34.77,0.2916,0.583,0.9535,B,0,0,1,2025
Kisumu,Kisumu Central,Milimani,Agricultural,5.0,3437939,340,-0.15,34.77,0.2597,0.4861,0.925,B,1,0,0,2025
Kisumu,Kisumu Central,Milimani,Residential,1.0,10271689,340,-0.15,34.77,0.3425,0.5013,0.9566,B,0,1,1,2025
Kisumu,Kisumu Central,Milimani,Commercial,1.0,15065581,340,-0.15,34.77,0.2554,0.4733,1.1238,B,1,1,1,2023
Kisumu,Kisumu Central,Milimani,Agricultural,20.0,1180543,340,-0.15,34.77,0.3193,0.4495,1.0592,B,1,0,0,2024
Kisumu,Kisumu Central,Milimani,Residential,2.0,5422598,340,-0.15,34.77,0.3189,0.4845,1.0059,B,1,1,0,2025
Kisumu,Kisumu Central,Milimani,Commercial,1.0,14704585,340,-0.15,34.77,0.337,0.42,1.07,B,1,1,1,2024
Kisumu,Kisumu Central,Tom Mboya Estate,Residential,0.5,4971197,340,-0.16,34.76,0.5271,0.9517,1.2452,C,1,1,0,2025
Kisumu,Kisumu Central,Tom Mboya Estate,Commercial,0.25,8533587,340,-0.16,34.76,0.5688,0.6703,1.4021,C,0,1,1,2025
Kisumu,Kisumu Central,Tom Mboya Estate,Agricultural,1.0,2650146,340,-0.16,34.76,0.46,0.8523,1.388,C,1,1,1,2025
Kisumu,Kisumu Central,Tom Mboya Estate,Residential,1.0,4719869,340,-0.16,34.76,0.5725,0.8246,1.3278,C,1,1,1,2023
Kisumu,Kisumu Central,Tom Mboya Estate,Commercial,1.0,9471622,340,-0.16,34.76,0.412,0.7042,1.4775,C,1,1,1,2025
Kisumu,Kisumu Central,Tom Mboya Estate,Agricultural,2.0,1708679,340,-0.16,34.76,0.4407,0.772,1.6942,C,1,0,1,2025
Kisumu,Kisumu Central,Tom Mboya Estate,Residential,5.0,2663756,340,-0.16,34.76,0.4621,0.7953,1.7948,C,1,0,0,2023
Kisumu,Kisumu Central,Tom Mboya Estate,Commercial,1.0,5939839,340,-0.16,34.76,0.4352,0.9128,1.7783,C,0,0,0,2025
Kisumu,Kisumu West,Mamboleo,Residential,1.0,3296481,340,-0.18,34.73,1.7381,1.603,3.4629,C,0,1,1,2023
Kisumu,Kisumu West,Mamboleo,Commercial,1.0,5146207,340,-0.18,34.73,1.6974,1.7698,3.5179,C,1,0,0,2025
Kisumu,Kisumu West,Mamboleo,Agricultural,5.0,1316698,340,-0.18,34.73,1.6835,1.6464,3.5226,C,0,1,1,2025
Kisumu,Kisumu West,Mamboleo,Residential,0.25,4057312,340,-0.18,34.73,1.4248,1.7692,2.7798,C,0,1,1,2025
Kisumu,Kisumu West,Mamboleo,Commercial,1.0,3162311,340,-0.18,34.73,1.3849,1.5872,3.4863,C,0,0,1,2024
Kisumu,Kisumu West,Mamboleo,Agricultural,1.0,2480442,340,-0.18,34.73,1.3856,1.7751,2.8354,C,1,1,1,2024
Kisumu,Kisumu West,Mamboleo,Residential,5.0,3145310,340,-0.18,34.73,1.3533,1.2542,3.3872,C,1,1,1,2024
Kisumu,Kisumu West,Mamboleo,Commercial,0.25,5600776,340,-0.18,34.73,1.6736,1.3644,2.4961,C,1,0,1,2025
Kisumu,Nyando,Ahero,Residential,1.0,1216353,340,-0.25,34.8,3.2382,3.0076,5.6445,D,1,1,1,2025
Kisumu,Nyando,Ahero,Commercial,0.5,902813,340,-0.25,34.8,2.8808,3.154,5.5529,D,0,0,1,2025
Kisumu,Nyando,Ahero,Agricultural,1.0,443822,340,-0.25,34.8,2.8924,3.5273,5.8836,D,0,1,1,2023
Kisumu,Nyando,Ahero,Residential,5.0,499300,340,-0.25,34.8,2.8722,2.8528,6.8032,D,0,1,1,2023
Kisumu,Nyando,Ahero,Commercial,0.25,949862,340,-0.25,34.8,2.7141,3.4222,4.9195,D,0,1,1,2023
Kisumu,Nyando,Ahero,Agricultural,20.0,251293,340,-0.25,34.8,2.9222,3.504,5.8889,D,0,0,1,2023
Kisumu,Nyando,Ahero,Residential,5.0,684666,340,-0.25,34.8,2.8585,2.9176,5.2959,D,0,0,1,2024
Uasin Gishu,Ainabkoi,Elgon View,Residential,0.25,10241342,310,0.6,35.25,0.4524,0.5235,1.1629,B,0,1,1,2023
Uasin Gishu,Ainabkoi,Elgon View,Commercial,0.5,13273836,310,0.6,35.25,0.4424,0.4767,0.9693,B,1,0,1,2025
Uasin Gishu,Ainabkoi,Elgon View,Agricultural,20.0,1063063,310,0.6,35.25,0.5879,0.5934,1.0393,B,0,0,1,2025
Uasin Gishu,Ainabkoi,Elgon View,Residential,5.0,7127690,310,0.6,35.25,0.5784,0.4082,0.8717,B,0,1,1,2025
Uasin Gishu,Ainabkoi,Elgon View,Commercial,0.25,14073486,310,0.6,35.25,0.4234,0.4088,0.8511,B,1,1,0,2025
Uasin Gishu,Ainabkoi,Elgon View,Agricultural,5.0,2595495,310,0.6,35.25,0.4626,0.5785,0.9262,B,1,0,1,2025
Uasin Gishu,Ainabkoi,Elgon View,Residential,1.0,7979033,310,0.6,35.25,0.446,0.4072,0.9041,B,0,1,1,2023
Uasin Gishu,Ainabkoi,Elgon View,Commercial,1.0,10226644,310,0.6,35.25,0.4986,0.5692,1.1468,B,1,1,0,2025
Uasin Gishu,Ainabkoi,Pioneer,Residential,0.125,6084799,310,0.58,35.26,0.8522,0.885,2.3984,C,0,0,1,2025
Uasin Gishu,Ainabkoi,Pioneer,Commercial,0.125,9808499,310,0.58,35.26,0.6483,1.0725,2.1445,C,1,1,0,2025
Uasin Gishu,Ainabkoi,Pioneer,Agricultural,10.0,855373,310,0.58,35.26,0.7936,1.0513,1.8155,C,1,0,1,2024
Uasin Gishu,Ainabkoi,Pioneer,Residential,5.0,3143905,310,0.58,35.26,0.9464,1.0277,1.7691,C,1,1,1,2025
